age,bedRoom,category,cityId,countyId,districtId,livingRoom,mainCategory,price,realtyId,sqm,subCategory
7,3,1000010101,6,1723,11025,1,1000010100,359000,15796348,135,10000101
21,3,1000010101,5,1134,10321,1,1000010100,165000,15797215,115,10000101
4,5,1000010101,7,2037,97183,1,1000010100,310000,15812087,250,10000101
17,3,1000010101,6,1231,10503,1,1000010100,285000,15865074,150,10000101
1,3,1000010101,41,2062,16892,1,1000010100,285000,15883346,200,10000101
18,3,1000010101,6,1260,20717,1,1000010100,92000,15901526,125,10000101
2,4,1000010101,6,1922,10986,1,1000010100,655000,15911933,180,10000101
40,3,1000010101,6,1723,10370,1,1000010100,355000,15951193,110,10000101
3,3,1000010101,19,1558,21868,1,1000010100,310000,15987004,130,10000101
20,3,1000010101,10,2115,98117,1,1000010100,119500,16203857,75,10000101
0,1,1000010101,41,2062,16896,1,1000010100,115000,16218389,110,10000101
8,2,1000010101,41,2062,16872,1,1000010100,185000,16282332,125,10000101
9,2,1000010101,35,2057,13622,1,1000010100,265000,16428432,100,10000101
0,7,1000010101,6,1231,105841,1,1000010100,895000,16464792,450,10000101
40,2,1000010101,34,1327,13234,1,1000010100,2000000,16515249,100,10000101
6,5,1000010101,6,1231,10935,1,1000010100,550000,16640526,295,10000101
15,3,1000010101,6,1723,10341,1,1000010100,290000,16659347,100,10000101
40,3,1000010101,34,1327,13250,2,1000010100,15000000,16682851,120,10000101
30,3,1000010101,35,1819,13609,1,1000010100,400000,16765849,115,10000101
40,2,1000010101,6,1231,10337,1,1000010100,120000,16804912,85,10000101
2,5,1000010101,6,1723,96816,2,1000010100,595000,16835905,290,10000101
0,1,1000010101,18,1232,11823,1,1000010100,30000,16853473,72,10000101
19,3,1000010101,6,1231,10515,1,1000010100,174000,16886019,100,10000101
9,4,1000010101,63,2125,101924,1,1000010100,170000,16929983,200,10000101
20,2,1000010101,34,1327,16293,1,1000010100,299999,16938289,85,10000101
20,2,1000010101,9,1497,11280,1,1000010100,450000,16963991,110,10000101
30,3,1000010101,16,1343,102104,1,1000010100,250000,1705943,90,10000101
8,4,1000010101,33,2067,12537,1,1000010100,369000,17062140,230,10000101
0,2,1000010101,6,1747,10923,1,1000010100,35000,17069994,80,10000101
0,3,1000010101,6,1747,10923,1,1000010100,45000,17070391,110,10000101
0,1,1000010101,22,1295,11971,1,1000010100,125000,17084398,75,10000101
40,2,1000010101,6,1231,10490,1,1000010100,330000,17214779,100,10000101
29,3,1000010101,34,1421,12867,1,1000010100,1100000,17221519,145,10000101
5,3,1000010101,6,1130,10938,1,1000010100,197000,17277707,120,10000101
4,3,1000010101,6,1922,10578,1,1000010100,295000,17386974,165,10000101
7,3,1000010101,6,1231,10474,1,1000010100,395000,17415212,110,10000101
21,2,1000010101,34,1852,13570,1,1000010100,349000,17442688,90,10000101
1,3,1000010101,59,1250,101072,1,1000010100,250000,17443188,120,10000101
15,3,1000010101,6,1745,10394,1,1000010100,240000,1747589,147,10000101
8,5,1000010101,34,1186,13106,2,1000010100,690000,17530018,240,10000101
0,2,1000010101,6,1746,10543,1,1000010100,32000,17547543,85,10000101
0,3,1000010101,41,2062,16895,1,1000010100,330000,17635124,160,10000101
6,5,1000010101,67,1741,15734,1,1000010100,345000,17684810,234,10000101
7,2,1000010101,34,2003,12705,2,1000010100,420000,17691197,160,10000101
15,3,1000010101,6,1746,10649,1,1000010100,198000,17698544,136,10000101
0,3,1000010101,41,2062,16886,1,1000010100,325000,17724759,175,10000101
0,4,1000010101,41,2058,16801,1,1000010100,285000,17736114,200,10000101
28,2,1000010101,6,1231,10638,1,1000010100,150000,17770974,90,10000101
16,3,1000010101,77,2019,123481,1,1000010100,148000,17774126,120,10000101
30,2,1000010101,6,1231,10471,1,1000010100,190000,17778206,85,10000101
30,3,1000010101,6,1746,10458,1,1000010100,150000,17811286,100,10000101
10,4,1000010101,6,1231,10503,1,1000010100,285000,17919727,189,10000101
30,3,1000010101,35,1819,13609,1,1000010100,599000,17999438,135,10000101
6,6,1000010101,41,2062,16869,1,1000010100,500000,17999759,280,10000101
16,3,1000010101,34,2049,13380,1,1000010100,845000,18111944,157,10000101
1,1,1000010101,6,1922,10991,1,1000010100,245000,18144178,73,10000101
26,1,1000010101,34,1166,13181,1,1000010100,540000,18151937,40,10000101
3,3,1000010101,34,2050,13391,1,1000010100,930000,18169571,156,10000101
25,3,1000010101,34,2003,12705,1,1000010100,420000,18207659,145,10000101
20,3,1000010101,6,1231,10501,1,1000010100,395000,18215284,155,10000101
30,3,1000010101,6,1231,10472,1,1000010100,305000,18277174,115,10000101
12,2,1000010101,6,1746,10649,1,1000010100,129000,18285898,80,10000101
20,2,1000010101,6,1745,10632,1,1000010100,125000,18353817,80,10000101
9,2,1000010101,34,2055,13074,1,1000010100,360000,18370817,100,10000101
10,3,1000010101,34,1810,12982,1,1000010100,425000,18376471,165,10000101
0,3,1000010101,47,1526,99866,1,1000010100,195000,18503056,155,10000101
5,1,1000010101,78,1433,16101,1,1000010100,76000,18565466,65,10000101
10,3,1000010101,6,1744,10619,1,1000010100,300000,18652692,150,10000101
20,1,1000010101,33,2066,12554,1,1000010100,60000,18672916,90,10000101
20,3,1000010101,34,1327,16281,1,1000010100,410000,18739254,100,10000101
20,2,1000010101,34,1186,13226,1,1000010100,640000,18813825,135,10000101
5,3,1000010101,6,1745,10434,1,1000010100,250000,18816474,125,10000101
10,2,1000010101,41,2059,17003,1,1000010100,245000,18819743,95,10000101
50,2,1000010101,6,1745,10363,1,1000010100,419000,18826227,200,10000101
25,3,1000010101,35,2006,13815,1,1000010100,440000,18830702,110,10000101
6,1,1000010101,17,1408,121104,0,1000010100,98000,18833588,40,10000101
12,5,1000010101,6,1231,10503,1,1000010100,580000,18850367,350,10000101
15,3,1000010101,9,1542,11303,1,1000010100,135000,18876020,110,10000101
5,5,1000010101,39,1505,14377,2,1000010100,269000,18895550,210,10000101
20,3,1000010101,34,1663,12966,1,1000010100,430000,18909599,110,10000101
0,3,1000010101,63,2119,101929,1,1000010100,204000,18918765,175,10000101
7,4,1000010101,7,2038,11035,1,1000010100,370000,18949514,220,10000101
8,5,1000010101,6,1746,10562,1,1000010100,265000,18950675,186,10000101
8,2,1000010101,34,2015,13427,1,1000010100,260000,18953571,110,10000101
3,3,1000010101,34,1823,12794,1,1000010100,650000,18973808,115,10000101
50,2,1000010101,34,1663,13167,1,1000010100,970000,18977233,130,10000101
14,4,1000010101,34,1739,12994,2,1000010100,590000,18991146,280,10000101
5,3,1000010101,63,2125,121892,1,1000010100,180000,19035892,170,10000101
10,3,1000010101,35,2007,13949,1,1000010100,275000,19039962,120,10000101
4,2,1000010101,6,1231,10404,1,1000010100,850000,19068437,127,10000101
26,3,1000010101,6,1231,10515,1,1000010100,250000,1909036,128,10000101
3,2,1000010101,34,2049,12837,1,1000010100,270000,19127837,75,10000101
20,4,1000010101,34,1421,12899,1,1000010100,7250000,19141614,260,10000101
25,2,1000010101,34,1421,12917,1,1000010100,500000,19142601,85,10000101
30,3,1000010101,6,1746,10645,1,1000010100,139000,19149685,105,10000101
19,3,1000010101,26,2046,17565,1,1000010100,375000,19187201,140,10000101
20,4,1000010101,9,1159,11240,1,1000010100,230000,19226264,145,10000101
4,2,1000010101,6,1723,96816,1,1000010100,320000,19297271,117,10000101
17,3,1000010101,34,2003,12792,1,1000010100,350000,19328676,278,10000101
8,2,1000010101,34,1336,13184,1,1000010100,335000,19384430,110,10000101
2,3,1000010101,67,2123,101422,1,1000010100,295000,19411065,135,10000101
15,4,1000010101,16,1829,11613,1,1000010100,699000,19462221,239,10000101
6,3,1000010101,6,1723,10421,1,1000010100,395000,19492986,160,10000101
20,4,1000010101,6,1231,10516,1,1000010100,450000,19531095,185,10000101
8,3,1000010101,6,1747,10966,1,1000010100,91000,19537808,120,10000101
30,2,1000010101,6,1745,10364,1,1000010100,250000,1955723,75,10000101
4,4,1000010101,6,1746,10537,1,1000010100,250000,19584873,140,10000101
10,5,1000010101,55,2072,15304,2,1000010100,270500,19585589,230,10000101
30,3,1000010101,7,2039,11039,1,1000010100,600000,19593770,160,10000101
35,3,1000010101,6,1231,10472,1,1000010100,318000,19606170,110,10000101
7,3,1000010101,6,1231,10504,1,1000010100,530000,19649937,120,10000101
13,3,1000010101,6,1922,10982,1,1000010100,215000,19669108,95,10000101
50,2,1000010101,6,1130,10355,1,1000010100,175000,19674306,85,10000101
14,4,1000010101,6,1231,10503,1,1000010100,500000,19679493,200,10000101
5,2,1000010101,34,1708,13433,1,1000010100,330000,19686281,85,10000101
0,3,1000010101,55,2073,15296,1,1000010100,290000,19686840,135,10000101
25,1,1000010101,34,2015,12839,1,1000010100,170000,19716413,65,10000101
14,3,1000010101,26,2047,17586,1,1000010100,229000,19733163,135,10000101
45,2,1000010101,6,1130,10641,1,1000010100,110000,19765097,105,10000101
21,3,1000010101,6,1231,10494,1,1000010100,312000,19766467,143,10000101
18,4,1000010101,77,2021,97137,1,1000010100,390000,19801654,260,10000101
5,1,1000010101,34,2012,12926,1,1000010100,370000,19874739,85,10000101
0,4,1000010101,6,1231,10531,1,1000010100,525000,19900759,180,10000101
6,3,1000010101,78,1433,16081,1,1000010100,195000,19924168,158,10000101
7,6,1000010101,6,1231,10529,1,1000010100,450000,19926080,250,10000101
20,2,1000010101,34,2003,12705,1,1000010100,205000,20014601,95,10000101
15,1,1000010101,59,2124,102029,1,1000010100,134500,20040466,80,10000101
11,3,1000010101,6,1747,10961,1,1000010100,163000,20066905,115,10000101
12,2,1000010101,34,2049,13451,1,1000010100,295000,20129901,177,10000101
35,3,1000010101,34,1183,13014,1,1000010100,749000,2013129,130,10000101
14,2,1000010101,6,1231,10504,1,1000010100,380000,20148066,100,10000101
0,1,1000010101,10,1216,11400,2,1000010100,325000,20223765,155,10000101
0,2,1000010101,31,2108,98796,1,1000010100,175000,20546413,105,10000101
29,3,1000010101,35,1448,13592,1,1000010100,400000,20583821,85,10000101
13,4,1000010101,34,1186,13226,1,1000010100,625000,20622043,200,10000101
1,1,1000010101,34,1835,12853,1,1000010100,399000,20738190,60,10000101
7,2,1000010101,34,2050,12702,1,1000010100,310000,20766768,85,10000101
20,3,1000010101,6,1231,105847,1,1000010100,455000,20794117,130,10000101
9,3,1000010101,6,1231,10503,1,1000010100,365000,20802516,135,10000101
3,4,1000010101,63,2125,100721,1,1000010100,105000,20862504,165,10000101
4,1,1000010101,9,1497,21064,1,1000010100,165000,20914506,75,10000101
20,3,1000010101,6,1723,11025,1,1000010100,345000,20915242,120,10000101
0,3,1000010101,45,1689,17855,1,1000010100,330000,21063061,160,10000101
18,3,1000010101,34,2012,12868,1,1000010100,450000,21082663,145,10000101
30,2,1000010101,6,1231,10638,1,1000010100,240000,21158458,120,10000101
8,3,1000010101,71,1992,23823,1,1000010100,139000,21212438,122,10000101
25,2,1000010101,6,1745,10634,1,1000010100,135000,21213886,100,10000101
6,3,1000010101,6,1922,105838,1,1000010100,195000,21218517,143,10000101
5,3,1000010101,54,2071,15137,1,1000010100,360000,21227362,150,10000101
30,2,1000010101,34,1186,13209,1,1000010100,1290000,21236851,95,10000101
7,3,1000010101,38,1846,17038,1,1000010100,349000,21237995,190,10000101
16,3,1000010101,34,1604,13423,1,1000010100,825000,21245287,150,10000101
0,3,1000010101,58,1628,15411,1,1000010100,240000,21277644,160,10000101
14,3,1000010101,6,1578,17540,1,1000010100,145000,21320383,160,10000101
0,1,1000010101,34,2055,13187,1,1000010100,375000,21354720,53,10000101
15,3,1000010101,34,2003,12793,1,1000010100,450000,21417796,190,10000101
4,1,1000010101,55,2072,15318,1,1000010100,140000,21419961,60,10000101
20,1,1000010101,6,1745,10623,1,1000010100,65000,21420054,45,10000101
2,3,1000010101,6,1922,10982,1,1000010100,560000,21439555,170,10000101
8,3,1000010101,78,1587,23393,1,1000010100,240000,21488138,145,10000101
9,4,1000010101,34,2003,12792,1,1000010100,950000,21573186,220,10000101
5,2,1000010101,34,1852,13563,1,1000010100,357000,21574597,95,10000101
0,2,1000010101,34,2052,12941,1,1000010100,225000,21591403,80,10000101
6,4,1000010101,6,1130,10442,1,1000010100,300000,21592933,150,10000101
4,3,1000010101,54,2071,15141,1,1000010100,360000,21595073,148,10000101
1,3,1000010101,6,1231,10624,1,1000010100,865000,21597602,138,10000101
50,2,1000010101,6,1723,10370,1,1000010100,359000,21609597,90,10000101
4,2,1000010101,34,1336,13127,1,1000010100,260000,21624213,85,10000101
26,3,1000010101,35,1819,13763,1,1000010100,430000,21624803,140,10000101
20,2,1000010101,34,1708,13433,1,1000010100,745000,21670804,125,10000101
15,3,1000010101,9,2000,11253,1,1000010100,178000,21688596,120,10000101
35,3,1000010101,7,2039,11042,1,1000010100,250000,21695982,135,10000101
2,2,1000010101,77,2021,104909,1,1000010100,229900,21775568,85,10000101
40,2,1000010101,34,1782,12778,1,1000010100,239999,21779786,90,10000101
7,2,1000010101,21,2041,11938,1,1000010100,126000,21797202,95,10000101
17,3,1000010101,34,2003,12726,1,1000010100,310000,21813561,110,10000101
20,2,1000010101,59,1673,15421,1,1000010100,425000,21818008,125,10000101
15,2,1000010101,77,2021,103871,1,1000010100,130000,21864726,75,10000101
10,3,1000010101,34,1782,102154,1,1000010100,485000,21879661,140,10000101
26,3,1000010101,35,1819,13821,1,1000010100,260000,21900301,130,10000101
28,3,1000010101,35,2006,13815,1,1000010100,440000,2191111,120,10000101
8,4,1000010101,1,2033,10164,1,1000010100,400000,21961895,210,10000101
20,4,1000010101,6,1745,10363,1,1000010100,450000,22010612,220,10000101
5,3,1000010101,41,2059,16556,1,1000010100,350000,22117846,136,10000101
29,3,1000010101,6,1130,10335,1,1000010100,270000,22145509,135,10000101
1,3,1000010101,6,1744,10837,1,1000010100,765000,22147225,170,10000101
5,2,1000010101,34,2051,12708,1,1000010100,230000,22148995,100,10000101
7,2,1000010101,48,1528,24976,1,1000010100,310000,22164282,110,10000101
5,3,1000010101,35,1448,13961,1,1000010100,850000,22171013,105,10000101
10,3,1000010101,6,1130,10615,1,1000010100,135000,22212832,135,10000101
2,4,1000010101,6,1723,10425,1,1000010100,359000,22216631,167,10000101
25,1,1000010101,6,1231,10471,1,1000010100,110000,22256178,65,10000101
2,3,1000010101,55,2074,15235,1,1000010100,215000,2225820,140,10000101
5,3,1000010101,35,1448,13656,1,1000010100,455000,22279961,120,10000101
25,3,1000010101,20,2116,98375,1,1000010100,325000,22284610,120,10000101
10,5,1000010101,34,1852,13551,1,1000010100,700000,22287042,240,10000101
12,3,1000010101,28,1352,12379,1,1000010100,561000,22288996,200,10000101
3,5,1000010101,55,2072,15299,1,1000010100,575000,22330495,350,10000101
4,3,1000010101,77,1716,97603,1,1000010100,430000,22330716,145,10000101
3,3,1000010101,34,1708,13433,1,1000010100,595000,22351172,140,10000101
8,6,1000010101,55,2073,15296,2,1000010100,318000,22353054,295,10000101
3,2,1000010101,34,1663,13121,1,1000010100,220000,22409399,75,10000101
10,4,1000010101,63,2125,100713,1,1000010100,300000,22417615,230,10000101
5,5,1000010101,6,1746,10604,1,1000010100,278000,22420826,230,10000101
4,4,1000010101,34,2050,13391,1,1000010100,1485000,22430482,203,10000101
7,3,1000010101,16,1832,11552,1,1000010100,319000,22440568,110,10000101
18,2,1000010101,35,1826,14049,1,1000010100,320000,22441421,75,10000101
10,2,1000010101,33,2065,12624,1,1000010100,195000,22458659,110,10000101
30,2,1000010101,6,1745,10633,1,1000010100,175000,22507159,85,10000101
16,3,1000010101,34,1449,12822,1,1000010100,450000,22533618,135,10000101
15,5,1000010101,6,1231,10512,1,1000010100,725000,22553552,251,10000101
3,4,1000010101,81,1116,22169,1,1000010100,195000,22554407,210,10000101
4,2,1000010101,34,1186,13226,1,1000010100,490000,22615864,115,10000101
3,3,1000010101,6,1922,10820,1,1000010100,120000,22625957,116,10000101
1,4,1000010101,6,1231,10987,1,1000010100,825000,22626633,265,10000101
10,3,1000010101,81,1292,16242,1,1000010100,132000,22628976,108,10000101
4,4,1000010101,21,2043,11950,1,1000010100,425000,22662049,225,10000101
12,4,1000010101,34,2053,13367,1,1000010100,321000,22692939,180,10000101
3,5,1000010101,34,1782,12784,2,1000010100,1350000,22714680,250,10000101
8,3,1000010101,52,1706,101665,1,1000010100,230000,22724645,160,10000101
0,3,1000010101,6,1231,10507,1,1000010100,400000,22732749,140,10000101
0,5,1000010101,6,1745,10438,1,1000010100,690000,22741278,250,10000101
0,1,1000010101,48,1488,14953,1,1000010100,260000,22761602,65,10000101
26,4,1000010101,55,2074,15273,1,1000010100,285000,22765613,170,10000101
35,2,1000010101,34,1810,13188,1,1000010100,315000,22805699,85,10000101
12,3,1000010101,34,2052,97553,1,1000010100,430000,2281463,145,10000101
20,2,1000010101,34,1823,13254,1,1000010100,254000,22855128,95,10000101
6,2,1000010101,41,2062,16890,1,1000010100,245000,22860676,120,10000101
30,1,1000010101,67,1741,15742,1,1000010100,400000,22875621,55,10000101
1,3,1000010101,34,1852,13570,1,1000010100,650000,22886473,110,10000101
4,2,1000010101,34,1325,13055,1,1000010100,325000,22901366,85,10000101
13,3,1000010101,45,2113,99695,1,1000010100,380000,22931481,135,10000101
6,2,1000010101,6,1922,10992,1,1000010100,85000,22963833,90,10000101
25,2,1000010101,35,1334,14218,1,1000010100,335000,23021574,75,10000101
11,3,1000010101,35,1521,14292,1,1000010100,340000,23035611,175,10000101
7,3,1000010101,6,1746,10562,1,1000010100,230000,23036021,115,10000101
6,6,1000010101,6,1746,10650,1,1000010100,300000,23056404,350,10000101
8,3,1000010101,45,1689,17871,1,1000010100,135000,23065445,124,10000101
30,3,1000010101,35,2013,13981,1,1000010100,680000,23078772,129,10000101
8,2,1000010101,34,2052,13545,1,1000010100,285000,23131707,90,10000101
5,1,1000010101,54,1442,15220,1,1000010100,105000,23141023,55,10000101
6,3,1000010101,31,1413,12491,1,1000010100,202000,23151584,125,10000101
28,2,1000010101,34,1327,16285,1,1000010100,510000,23159091,90,10000101
5,3,1000010101,22,1295,11975,1,1000010100,410000,23161005,160,10000101
9,2,1000010101,26,2046,17552,1,1000010100,150000,23176124,90,10000101
6,3,1000010101,35,2007,13950,1,1000010100,578000,23183855,148,10000101
30,2,1000010101,34,1663,13041,1,1000010100,685000,23186295,100,10000101
9,4,1000010101,9,2000,11253,1,1000010100,300000,23187604,250,10000101
18,3,1000010101,7,1126,20803,1,1000010100,375000,23188731,128,10000101
9,5,1000010101,6,1745,10360,1,1000010100,1100000,23210243,300,10000101
4,3,1000010101,6,1922,97540,1,1000010100,405000,23252467,175,10000101
4,2,1000010101,34,2051,13262,1,1000010100,209000,23288612,83,10000101
4,5,1000010101,6,1231,10528,1,1000010100,475000,23293972,250,10000101
20,6,1000010101,77,2021,97140,2,1000010100,275000,23343364,240,10000101
0,3,1000010101,34,1421,12922,1,1000010100,1150000,23345467,154,10000101
2,4,1000010101,6,1745,10632,1,1000010100,595000,23367345,200,10000101
2,3,1000010101,34,2005,13025,1,1000010100,495000,23379056,120,10000101
6,3,1000010101,34,2053,13367,1,1000010100,230000,23379893,145,10000101
0,2,1000010101,34,2005,13025,1,1000010100,375000,23390285,90,10000101
8,3,1000010101,6,1130,10938,1,1000010100,250000,23391996,110,10000101
0,1,1000010101,34,1325,13055,1,1000010100,250000,23396329,59,10000101
0,2,1000010101,34,2051,12789,1,1000010100,500000,23401085,130,10000101
0,3,1000010101,26,2047,17571,1,1000010100,250000,23425851,120,10000101
5,3,1000010101,6,1746,10541,1,1000010100,195000,23460035,120,10000101
22,2,1000010101,10,2114,98129,1,1000010100,119500,23489914,296,10000101
11,6,1000010101,6,1231,10528,1,1000010100,475000,23492751,275,10000101
8,3,1000010101,67,1741,15727,1,1000010100,300000,23499493,135,10000101
17,4,1000010101,10,2115,98102,2,1000010100,310000,23528088,230,10000101
1,7,1000010101,6,1745,10393,1,1000010100,340000,23536670,270,10000101
24,2,1000010101,34,2053,13273,2,1000010100,355000,23565912,135,10000101
2,2,1000010101,34,2053,13368,1,1000010100,155000,23568272,85,10000101
5,4,1000010101,52,1706,25427,1,1000010100,210000,23575256,145,10000101
28,3,1000010101,34,2012,12890,1,1000010100,375000,23587286,115,10000101
18,4,1000010101,33,2067,12601,1,1000010100,1600000,23592845,280,10000101
18,4,1000010101,6,1231,10525,1,1000010100,410000,23613669,270,10000101
15,3,1000010101,38,1846,17025,1,1000010100,420000,23618574,210,10000101
8,5,1000010101,43,1500,14674,1,1000010100,252000,23643257,225,10000101
0,1,1000010101,6,1231,10509,1,1000010100,325000,23665519,54,10000101
0,2,1000010101,31,2109,98840,1,1000010100,177000,23699198,110,10000101
10,3,1000010101,6,2034,11012,1,1000010100,215000,23722750,135,10000101
8,3,1000010101,10,1294,21122,1,1000010100,250000,23768203,120,10000101
11,2,1000010101,67,1741,15735,1,1000010100,160000,23788573,100,10000101
19,3,1000010101,54,1442,15223,2,1000010100,200000,23793027,200,10000101
12,3,1000010101,34,2050,13370,1,1000010100,950000,23820490,175,10000101
6,2,1000010101,26,2047,17595,0,1000010100,101500,23880940,70,10000101
2,2,1000010101,34,1663,13046,1,1000010100,375000,23884861,100,10000101
0,2,1000010101,34,2052,12941,1,1000010100,385000,23942210,110,10000101
6,4,1000010101,52,1706,25429,1,1000010100,185000,23969346,145,10000101
4,3,1000010101,25,2044,12123,1,1000010100,260000,23971142,200,10000101
4,2,1000010101,59,1673,15419,1,1000010100,125000,23980821,90,10000101
30,2,1000010101,34,1449,12928,1,1000010100,185000,24007330,85,10000101
5,4,1000010101,7,2038,11117,1,1000010100,660000,24013227,220,10000101
1,5,1000010101,34,2048,16324,2,1000010100,390000,24020165,275,10000101
5,4,1000010101,10,1216,21112,1,1000010100,775000,24023717,106,10000101
6,4,1000010101,15,1215,11500,1,1000010100,275000,24032506,150,10000101
8,4,1000010101,34,1708,13452,1,1000010100,395000,24043265,150,10000101
31,1,1000010101,34,1166,13040,1,1000010100,298000,24046806,60,10000101
13,3,1000010101,59,1258,17267,1,1000010100,210000,24061660,128,10000101
40,3,1000010101,34,1183,13126,1,1000010100,1430000,24087560,110,10000101
9,3,1000010101,6,1231,10510,1,1000010100,158000,24107391,110,10000101
10,3,1000010101,70,1439,15885,1,1000010100,240000,24127669,140,10000101
30,3,1000010101,35,2057,13968,1,1000010100,205000,24130323,130,10000101
0,2,1000010101,34,2005,13150,1,1000010100,280000,24130448,61,10000101
