sales_id,customer_id,product_id,date,ts,amount,price_pp
246,99,000012,2019-06-02,1521224250000,8,368
247,87,000009,2019-05-25,1559289967000,9,297
248,70,000043,2017-07-08,1575186784000,10,760
249,43,000048,2020-04-27,1586272656000,3,96
250,62,000049,2018-01-31,1506191826000,7,66
251,15,000042,2019-12-12,1504435840000,6,966
252,79,000016,2017-07-20,1588874898000,3,544
253,98,000023,2017-11-10,1499505030000,8,808
254,96,000037,2018-02-10,1533752186000,10,402
255,58,000032,2018-10-20,1494878905000,3,514
256,40,000039,2018-03-23,1552986605000,8,360
257,35,000038,2017-09-24,1537423787000,4,340
258,61,000031,2017-07-21,1514616358000,5,870
259,63,000007,2018-07-26,1493610730000,9,913
260,9,000008,2019-05-10,1511826011000,4,64
261,20,000037,2019-10-15,1494671278000,1,228
262,17,000047,2019-07-07,1501144136000,8,145
263,21,000037,2018-07-18,1573923255000,5,331
264,66,000050,2019-01-06,1583459099000,10,643
265,61,000008,2018-05-14,1564413480000,2,867
266,39,000011,2018-11-24,1565754228000,9,8
267,3,000005,2019-10-18,1505967189000,4,476
268,66,000029,2019-10-08,1560673509000,10,994
269,15,000016,2020-03-13,1581709941000,5,444
270,3,000047,2018-11-11,1507788983000,5,557
271,1,000041,2019-07-04,1540598323000,4,688
272,40,000049,2019-01-12,1574170313000,10,674
273,92,000044,2017-12-28,1537594468000,3,884
274,72,000047,2018-08-29,1534019997000,9,509
275,92,000045,2019-04-10,1505492121000,1,148
276,82,000031,2017-07-27,1587831254000,8,524
277,74,000032,2018-01-24,1551628007000,5,824
278,78,000048,2019-08-01,1567259964000,4,958
279,89,000025,2017-08-13,1585217617000,8,484
280,40,000048,2020-04-22,1514226346000,10,288
281,94,000036,2018-05-04,1559490344000,8,240
282,73,000026,2019-12-05,1547975974000,3,855
283,34,000007,2019-04-19,1528409915000,1,896
284,92,000043,2020-02-06,1570829459000,4,561
285,11,000014,2018-10-19,1530365995000,3,963
286,24,000032,2019-11-30,1508495311000,9,764
287,69,000044,2017-05-10,1576943358000,1,849
288,58,000002,2019-06-11,1565716123000,9,701
289,85,000043,2019-10-30,1568066303000,5,790
290,96,000029,2018-08-24,1516325775000,1,590
291,80,000002,2017-10-25,1549941800000,5,436
292,84,000030,2019-03-04,1582941212000,7,330
293,55,000028,2017-10-17,1522092879000,6,575
294,54,000027,2019-09-18,1589153231000,1,802
295,51,000023,2019-09-22,1503954032000,9,456
296,66,000022,2018-09-14,1583348081000,5,550
297,53,000010,2017-11-01,1522945871000,9,328
298,89,000036,2018-03-17,1495417142000,4,678
299,40,000013,2019-03-01,1546118212000,8,368
300,43,000030,2017-11-05,1565268168000,9,122
301,78,000037,2019-10-30,1546736863000,8,931
302,84,000036,2018-10-30,1495380608000,9,877
303,89,000007,2019-06-23,1541632926000,8,240
304,26,000004,2019-04-27,1515915327000,2,729
305,32,000044,2018-07-05,1582762148000,8,769
306,20,000037,2018-02-12,1506546297000,5,840
307,7,000009,2019-12-03,1501081052000,6,536
308,39,000026,2017-07-09,1509162920000,3,525
309,87,000014,2018-05-01,1567865617000,9,837
310,40,000034,2020-01-08,1584828492000,4,289
311,100,000023,2017-11-02,1583248219000,10,140
312,79,000010,2017-10-15,1569610861000,1,548
313,60,000025,2017-11-15,1518747521000,9,577
314,61,000034,2017-09-11,1533863971000,8,595
315,17,000032,2018-04-03,1561053990000,7,26
316,43,000034,2017-09-18,1499342950000,9,152
317,22,000016,2019-06-12,1515739577000,4,771
318,20,000033,2020-03-11,1516652742000,7,728
319,94,000033,2017-06-27,1584001880000,10,962
320,93,000032,2018-11-11,1545297506000,8,287
321,96,000017,2020-02-22,1590815908000,9,242
322,96,000050,2018-02-23,1507130396000,9,957
323,41,000018,2020-03-03,1585118197000,4,67
324,40,000049,2020-05-05,1512457656000,4,792
325,83,000012,2017-06-26,1522828796000,7,806
326,79,000009,2017-12-23,1587966777000,5,799
327,63,000012,2019-02-23,1524307259000,1,237
328,66,000033,2017-07-16,1505932121000,3,146
329,79,000036,2020-03-16,1566544354000,7,301
330,9,000006,2018-11-09,1525929747000,3,481
331,8,000040,2019-05-09,1548446834000,8,898
332,66,000037,2019-07-25,1514325933000,8,901
333,96,000027,2018-06-02,1562501938000,8,929
334,78,000001,2018-02-25,1585277798000,9,681
335,44,000045,2020-02-15,1534240042000,4,525
336,65,000044,2018-01-11,1516295302000,2,806
337,61,000040,2018-12-22,1539139494000,8,650
338,67,000031,2020-02-10,1521154898000,4,369
339,24,000028,2018-11-16,1515700866000,3,871
340,98,000038,2019-12-29,1587313718000,7,302
341,89,000028,2018-08-08,1582559913000,2,399
342,62,000036,2018-11-15,1500627986000,3,316
343,1,000020,2019-08-01,1500436822000,1,387
344,1,000010,2019-04-22,1538774425000,7,14
345,73,000023,2020-03-10,1505601977000,3,171
346,38,000023,2018-09-13,1496593920000,5,187
347,38,000032,2019-05-09,1551893727000,9,274
348,93,000002,2019-08-11,1533754933000,9,111
349,86,000006,2020-05-25,1568839843000,1,541
350,48,000022,2017-06-03,1517072539000,8,670
351,7,000037,2017-05-11,1551916445000,4,282
352,64,000039,2018-07-14,1584790469000,6,310
353,93,000009,2017-08-31,1530419258000,4,299
354,57,000003,2018-07-24,1521829616000,6,87
355,67,000010,2018-12-19,1576486517000,5,468
356,16,000048,2020-05-29,1588558026000,5,851
357,56,000018,2017-08-11,1587183847000,1,952
358,72,000033,2020-05-18,1526695882000,8,665
359,24,000020,2020-03-17,1502562460000,4,754
360,42,000045,2018-02-11,1504428257000,5,112
361,83,000015,2018-10-02,1550089299000,9,2
362,50,000025,2018-11-05,1503361431000,1,513
363,2,000003,2017-10-25,1572307505000,1,413
364,28,000050,2020-05-25,1538816222000,1,773
365,13,000024,2018-02-27,1502214724000,4,138
366,74,000030,2018-11-24,1510209648000,4,656
367,99,000009,2017-11-20,1502542800000,1,532
368,25,000038,2020-01-26,1556598301000,3,500
369,47,000021,2019-11-21,1566138655000,8,829
370,2,000037,2019-07-23,1496734467000,3,957
371,27,000028,2019-09-23,1588858118000,2,902
372,28,000040,2017-08-11,1531543391000,7,909
373,85,000043,2018-06-23,1569789217000,4,772
374,26,000031,2019-06-04,1564035276000,1,131
375,88,000002,2019-12-31,1544093496000,5,783
376,90,000039,2018-08-07,1518144077000,10,242
377,9,000031,2018-12-04,1495912124000,8,42
378,15,000002,2018-08-26,1550435556000,1,399
379,38,000040,2017-11-24,1576871360000,1,409
380,26,000050,2018-12-02,1537520078000,8,485
381,24,000004,2019-03-13,1529480570000,3,209
382,79,000033,2018-12-28,1511073491000,4,626
383,33,000031,2018-08-23,1511142151000,2,926
384,79,000034,2019-10-17,1552264427000,2,65
385,60,000024,2019-08-04,1582648386000,6,691
386,26,000016,2020-05-30,1509462924000,7,701
387,67,000032,2017-08-14,1568166230000,7,163
388,95,000020,2018-02-02,1541158748000,5,301
389,95,000015,2018-05-17,1525679704000,9,143
390,4,000049,2019-01-06,1507157707000,9,75
391,95,000006,2018-05-26,1521785559000,5,821
392,35,000048,2019-06-24,1579616983000,5,628
393,51,000024,2018-02-22,1563758915000,9,780
394,53,000035,2019-10-04,1526351980000,9,369
395,99,000043,2019-10-15,1544040314000,5,271
396,15,000001,2019-06-04,1523627374000,7,488
397,65,000008,2018-02-12,1570816670000,2,203
398,8,000002,2019-11-18,1564768433000,10,714
399,87,000001,2019-12-28,1515851657000,4,184
400,12,000012,2017-12-15,1514783870000,2,63
401,43,000025,2018-06-07,1556259188000,9,980
402,57,000002,2018-10-11,1566927513000,1,76
403,9,000025,2019-01-24,1509543003000,9,768
404,58,000004,2019-08-28,1543550783000,8,521
405,56,000023,2019-12-01,1558174475000,6,817
406,26,000044,2018-01-18,1524533815000,5,749
407,53,000017,2017-09-20,1582582740000,4,924
408,52,000024,2019-03-12,1514416688000,5,139
409,61,000002,2018-12-30,1562689744000,1,207
410,90,000015,2019-06-01,1588782482000,2,151
411,15,000027,2019-12-15,1530375268000,6,245
412,88,000034,2018-05-17,1553645673000,10,476
413,66,000005,2020-03-08,1497265409000,5,226
414,31,000018,2017-07-18,1540532704000,10,303
415,87,000044,2019-01-13,1570141299000,8,457
416,57,000011,2018-07-13,1587309727000,3,714
417,3,000008,2020-02-27,1499532942000,1,893
418,29,000029,2019-11-11,1518214125000,1,725
419,20,000024,2019-05-05,1532815006000,7,630
420,68,000009,2019-05-07,1567027468000,9,951
421,71,000025,2019-03-26,1531545325000,5,624
422,86,000026,2017-11-20,1580321181000,1,377
423,44,000018,2019-08-21,1548240962000,8,385
424,90,000009,2019-06-05,1506224676000,2,832
425,16,000007,2019-12-09,1499688171000,10,833
426,54,000022,2018-10-25,1507873362000,10,639
427,70,000048,2020-04-25,1567276910000,6,728
428,8,000037,2017-11-26,1565065915000,4,283
429,77,000041,2018-05-06,1495927520000,6,551
430,66,000030,2018-05-18,1507453965000,6,98
431,67,000011,2019-11-23,1585634377000,8,58
432,8,000016,2020-05-04,1525474824000,6,428
433,86,000048,2020-04-28,1540440764000,5,989
434,31,000011,2020-01-14,1566849928000,10,369
435,60,000044,2017-12-17,1526798663000,8,66
436,87,000049,2019-03-01,1555174360000,2,636
437,50,000009,2018-11-11,1558521379000,9,300
438,92,000010,2019-01-18,1576639448000,5,749
439,45,000044,2017-08-22,1501573114000,3,844
440,60,000028,2017-05-08,1566757304000,10,803
441,10,000034,2018-03-07,1496018162000,6,258
442,99,000007,2018-12-16,1500648006000,6,447
443,70,000015,2018-01-31,1520473615000,10,176
444,2,000038,2017-12-04,1493983097000,1,608
445,42,000026,2019-05-04,1543220992000,6,798
446,56,000036,2017-07-14,1511551453000,4,575
447,44,000014,2017-09-11,1510681610000,1,887
448,7,000038,2018-03-20,1570448375000,4,706
449,63,000033,2018-09-11,1511156363000,10,318
450,71,000024,2017-06-14,1589523488000,7,847
451,40,000014,2018-09-11,1534831616000,10,296
452,60,000009,2017-12-09,1589767646000,7,309
453,85,000031,2018-08-12,1498852613000,8,387
454,12,000039,2020-02-05,1506919233000,8,146
455,34,000040,2018-07-30,1505525706000,2,487
456,97,000010,2017-12-07,1560691851000,10,719
457,26,000034,2017-12-30,1524251174000,3,166
458,26,000028,2020-05-07,1558398046000,8,104
459,76,000034,2019-06-12,1512950101000,4,593
460,79,000024,2020-02-29,1563451904000,9,886
461,21,000043,2018-03-19,1582108341000,9,748
462,40,000045,2018-01-13,1535868079000,2,297
463,56,000030,2019-01-22,1519444848000,8,417
464,8,000042,2017-12-21,1586661798000,5,639
465,63,000026,2017-05-31,1543039957000,10,104
466,24,000049,2018-06-20,1506662845000,6,949
467,75,000033,2019-07-15,1521059033000,2,508
468,36,000011,2019-03-18,1501882540000,4,310
469,99,000008,2017-11-28,1582140104000,3,19
470,26,000012,2019-03-29,1493993485000,10,193
471,65,000031,2019-12-30,1516152139000,3,2
472,50,000010,2017-10-18,1520943331000,2,22
473,18,000016,2017-05-29,1561527369000,1,281
474,86,000003,2018-07-31,1518941331000,7,919
475,34,000006,2020-05-18,1505740094000,10,675
476,97,000036,2019-04-15,1520928589000,3,619
477,29,000017,2019-12-02,1550973401000,8,627
478,42,000021,2017-12-14,1534655124000,10,626
479,66,000025,2018-11-28,1579839006000,6,492
480,31,000044,2017-11-03,1535179466000,8,767
481,96,000032,2019-07-14,1525152830000,6,605
482,67,000046,2018-02-25,1571798921000,2,765
483,54,000004,2019-05-01,1590412140000,4,581
484,56,000007,2019-01-10,1528136979000,10,450
485,42,000002,2018-05-01,1551742923000,6,987
486,38,000021,2020-01-07,1518967269000,9,227
487,77,000005,2020-01-15,1522521139000,5,21
488,66,000039,2019-07-26,1508432468000,10,837
489,69,000016,2020-05-19,1588556079000,3,777
490,32,000028,2020-03-24,1553267299000,7,154
491,61,000002,2020-04-13,1535592726000,3,953
492,49,000033,2019-04-28,1558301575000,7,411
493,52,000001,2017-12-21,1498808239000,1,668
494,42,000042,2017-07-25,1576942766000,4,772
495,60,000018,2019-07-28,1527594651000,10,608
496,92,000039,2020-04-29,1504989832000,3,968
497,45,000008,2019-02-26,1568996654000,10,161
498,79,000011,2018-01-20,1578568838000,1,598
499,58,000040,2019-07-26,1537643486000,7,256
500,17,000026,2019-05-22,1556044788000,5,653
501,59,000030,2020-04-21,1504306728000,7,690
502,58,000004,2019-08-09,1504869054000,6,577
503,42,000001,2018-03-28,1556836171000,4,544
504,16,000023,2019-02-22,1538291478000,8,637
505,59,000032,2017-06-07,1544709017000,9,935
506,44,000034,2017-08-14,1557144017000,7,458
507,40,000043,2019-04-27,1530283000000,7,846
508,61,000010,2017-06-14,1504089905000,1,920
509,37,000006,2019-03-13,1586642882000,4,303
510,57,000033,2019-01-25,1572362686000,4,762
511,13,000049,2018-04-06,1580761550000,9,80
512,76,000037,2018-08-10,1537891175000,8,384
513,4,000038,2019-10-24,1559360979000,9,539
514,33,000042,2018-07-08,1586972825000,3,993
515,47,000046,2019-02-26,1509042779000,2,524
516,24,000043,2019-09-30,1558816094000,6,72
517,27,000030,2020-03-14,1528545233000,2,516
518,96,000019,2018-07-22,1565460464000,6,385
519,36,000034,2019-09-20,1529334050000,3,179
520,3,000035,2017-06-01,1509011589000,2,491
521,65,000002,2017-12-04,1532776441000,6,742
522,89,000025,2018-11-12,1502618735000,1,197
523,70,000011,2019-10-13,1495826700000,9,36
524,100,000011,2019-01-17,1544741797000,2,246
525,82,000006,2018-09-29,1550976398000,8,615
526,59,000044,2019-07-12,1561208380000,5,98
527,37,000029,2018-11-14,1515282504000,3,898
528,9,000029,2019-03-01,1495599355000,2,960
529,61,000001,2017-06-18,1533463134000,5,332
530,63,000021,2018-01-15,1578585158000,8,329
531,76,000018,2019-01-16,1520090048000,7,423
532,25,000014,2018-05-18,1524673534000,3,974
533,100,000004,2017-07-10,1549004732000,10,812
534,86,000047,2018-02-11,1525542254000,1,102
535,8,000046,2017-07-01,1585208898000,7,497
536,87,000009,2019-05-10,1501670192000,7,191
537,35,000036,2017-07-26,1528606520000,9,768
538,70,000036,2019-06-11,1525452800000,4,137
539,6,000047,2020-01-22,1506531098000,8,501
540,41,000029,2018-06-08,1552548343000,5,123
541,28,000017,2017-05-21,1569001569000,10,873
542,31,000009,2018-07-26,1572650798000,3,714
543,55,000005,2019-03-14,1561533508000,7,832
544,100,000040,2018-11-11,1504347497000,7,675
545,40,000023,2019-01-10,1526802115000,9,870
546,40,000027,2017-09-10,1508316588000,6,730
547,97,000049,2018-06-01,1541384414000,7,161
548,51,000030,2017-12-16,1519644883000,4,724
549,62,000049,2019-12-24,1519971409000,8,400
550,23,000028,2018-02-04,1561494017000,5,261
551,39,000038,2019-03-24,1549386234000,8,864
552,26,000037,2017-05-14,1499131661000,9,906
553,4,000034,2018-04-03,1541482677000,3,688
554,10,000026,2020-01-13,1506195151000,4,574
555,87,000003,2019-12-15,1588380448000,2,723
556,92,000029,2019-06-11,1501509310000,1,150
557,81,000022,2017-05-29,1555706757000,8,971
558,98,000030,2018-04-11,1576466085000,9,858
559,77,000033,2017-11-01,1567125411000,3,855
560,16,000018,2018-09-16,1552377756000,4,459
561,93,000010,2019-03-26,1519368213000,1,90
562,71,000004,2018-05-14,1545477085000,4,105
563,88,000048,2020-02-01,1520728238000,8,966
564,78,000011,2018-03-24,1504436710000,3,474
565,23,000031,2019-09-14,1501429628000,10,466
566,72,000015,2019-06-16,1506058891000,4,615
567,8,000008,2020-02-28,1549471311000,2,920
568,64,000008,2018-06-26,1509953139000,2,998
569,64,000013,2018-11-08,1505256832000,2,79
570,22,000043,2019-11-02,1558556594000,10,247
571,90,000039,2018-09-28,1572193803000,9,384
572,59,000044,2020-01-30,1576416557000,4,702
573,25,000018,2019-10-01,1505908531000,6,378
574,37,000035,2017-09-11,1586737951000,3,391
575,36,000043,2018-03-01,1499056600000,5,243
576,70,000005,2018-03-19,1507167122000,1,346
577,67,000017,2017-05-08,1519401128000,8,541
578,28,000034,2018-07-09,1551254773000,1,343
579,99,000024,2019-01-22,1572664581000,7,908
580,24,000029,2019-09-21,1497168140000,8,108
581,39,000025,2017-08-16,1497699736000,7,683
